URL,Category,Subcategory,Prod_Name,Prod_ID,Brand,Specifications,Videos,FeaturesAndBenefits,Images
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Fixed-Utility-Knives/10-199B_STANLEY%c2%ae-Classic-199%c2%ae-Fixed-Blade-Utility-Knife-%e2%80%93-Aluminum-Body-(Bulk)/,Cutting Tools,Fixed Utility Knives,STANLEY® Classic 199® Fixed Blade Utility Knife – Aluminum Body (Bulk),10-199B,Stanley,,,"Durable, all-metal aluminum knife body construction.|Machine screw firmly holds knife body together - Screwdriver required for blade change.|Textured, die-cast body for better slip-resistance.|Comes with hang-hole for adding a wrist strap or lanyard.|Blades not included|Fixed Blade Positions: 2.|Works with most standard utility blades.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-209.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-209.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-209.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/10-813_STANLEY%c2%ae-QuickSlide%c2%ae-Sport-Utility-Knife/,Cutting Tools,Specialty Knives,STANLEY® QuickSlide® Sport Utility Knife,10-813,Stanley,,,"Standard utility blade for multipurpose cutting.|3"" / 75mm stainless steel serrated sport blade for those tough cutting jobs.|Patented Interlock® mechanism allows only one blade to be exposed at a time.|Spine lock button that locks and releases the sport blade for safety.|Interlock® nose designed to help prevent spreading.|Utility knife features a quick “no tools” blade change.|Thumb slider for easy operation.|Cast zinc body for increased durability.|Uses any standard Stanley® utility or hook blade.|Works with most standard utility blades, except 11-931.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813_5.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813_5.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813_5.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-813_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-813_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-813_02.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Hacksaws/a7387712-af2b-4f8e-af58-25a65c31726f_Stanley%c2%ae-Metal-Mini-Hack%e2%84%a2-Utility-Saw/15-809_STANLEY%c2%ae-Metal-Mini-Hack%e2%84%a2-Utility-Saw/,Cutting Tools,Hacksaws,STANLEY® Metal Mini-Hack™ Utility Saw,15-809,Stanley,{'Blade Length [in]': '10'},,"Cast aluminum handle is lightweight, comfortable and durable.|Handle covers blade to protect end user's hand.|High-performance blade included (15-628): 1.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-809.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-809.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-809.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/43ad510a-fa55-46a6-88bc-71ec3db81b16_Stanley%c2%ae-Coping-Saw-Blades/15-061_STANLEY%c2%ae-Coping-Saw-Blades-15-TPI-%e2%80%93-4-Pack/,Cutting Tools,Saw Blades,STANLEY® Coping Saw Blades 15 TPI – 4 Pack,15-061,Stanley,"{'Blade Length [in]': '6-1/4', 'Number of Blades': '4'}",,"Flexible, heat-treated saw blade made of steel.|Lacquered blade for corrosion protection.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-058.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-058.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-058.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/20-069_STANLEY%c2%ae-Assorted-Bi-Metal-12%22-Hacksaw-Blades-%e2%80%93-4-Pack/,Cutting Tools,Saw Blades,"STANLEY® Assorted Bi-Metal 12"" Hacksaw Blades – 4 Pack",20-069,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '4'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless-steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-069.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-069.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-069.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Panel-Saws/d6cc566e-a0f5-4cbd-b54b-59856ce85e14_STANLEY%c2%ae-FATMAX%c2%ae-Tri-Material-Hand-Saws-with-BladeArmor%c2%ae-Coating/FMHT20218_STANLEY%c2%ae-FATMAX%c2%ae-Tri-Material-Hand-Saw-26%22/,Cutting Tools,Panel Saws,"STANLEY® FATMAX® Tri-Material Hand Saw 26""",FMHT20218,Stanley,"{'Footnotes': '*Compared to previous model. **Compared to traditional tooth saws.', 'Blade Length [in]': '26'}",,Tri-material handle for comfort and durability.|New handle design improves ease of cut by 25%*.|Triple Ground Tooth Technology 4X** sharper for fast cuts.|Induction hardened teeth for long life.|BladeArmor® coating helps reduce friction while cutting.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT20218_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT20218_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT20218_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT20218.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT20218.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT20218.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Screwdrivers-%26-Hex-Keys/Torx-Key-Sets/STHT71802_STANLEY%c2%ae-8-Piece-Star-Folding-Hex-Key-Set/,Screwdrivers & Hex Keys,Torx Key Sets,STANLEY® 8 Piece Star Folding Hex Key Set,STHT71802,Stanley,"{'Style': 'Folding', 'Piece Count': '8', 'Tips': 'Star'}",,"Durable composite construction.|Rubber side inserts allow for a secure grip.|Chamfered edge helps guide the wrench for a smooth, easy entry of the hex key.|Compact, self-storing tool.|Size markings printed on the hex key body for easy identification.|Meets ANSI specifications.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT71802.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT71802.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT71802.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Miter-Boxes/0cb0e203-9dbb-4253-94c0-049063220a85_Stanley%c2%ae-Clamping-Miter-Boxes/20-600_STANLEY%c2%ae-Clamping-Miter-Box-with-Saw-12%22/,Cutting Tools,Miter Boxes,"STANLEY® Clamping Miter Box with Saw 12""",20-600,Stanley,{'Blade Length [in]': '12'},,"Made of lightweight, high impact polypropylene.|Cam-shaped pins twist and lock with honeycomb base to secure work for accurate cuts.|Cuts miters on 45° and 90°, face angle 45°, and all new 22-1/2° angle for octagonal shapes.|Miter box has storage compartments to hold cam pins and pencils.|Large design for increased cutting capacity.|Saw Included – 20-600.|Saw blade made of steel with machined set teeth.|Lacquered blade for corrosion protection.|Saw stop on saw prevents base damage to miter box.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-600.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-600.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-600.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-631_STANLEY%c2%ae-Bi-Metal-12%22-Hacksaw-Blade-24-TPI-%e2%80%93-1-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 12"" Hacksaw Blade 24 TPI – 1 Pack",15-631,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '1'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-631.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-631.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-631.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-630_STANLEY%c2%ae-Bi-Metal-12%22-Hacksaw-Blade-32-TPI-%e2%80%93-1-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 12"" Hacksaw Blade 32 TPI – 1 Pack",15-630,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '1'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-630.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-630.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-630.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Replacement-Blades/06d203f6-30c0-445e-a42d-780b129d4400_STANLEY%c2%ae-Round-Point-Utility-Blades/11-988_STANLEY%c2%ae-Safety%7cCarton-Round-Point-Utility-Blades-with-Dispenser-%e2%80%93-100-Pack/,Cutting Tools,Replacement Blades,STANLEY® Safety/Carton Round-Point Utility Blades with Dispenser – 100 Pack,11-988,Stanley,"{'Blade Thickness [in]': '1/32', 'Blade Length [in]': '2-13/64', 'Style': 'Safety', 'Material': 'High Carbon Steel', 'Number of Blades': '100', 'For use on': 'FMHT10370, FMHT10367, FMHT10369, FMHT10365, FMHT10242, STHT10193, FMHT10362, FMHT10363, STHT10364, STHT10368, STHT10243, 10-189C, 10-189P'}",,Rounded edges help reduce risk of accidental cuts.|Blade is used in applications where safety is a concern and for preventing damage to carton contents when opening boxes.|Made of high carbon steel.|Fits most standard utility knives.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/11-987_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/11-987_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/11-987_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-614_STANLEY%c2%ae-Bi-Metal-12%22-Hacksaw-Blade-32-TPI-%e2%80%93-10-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 12"" Hacksaw Blade 32 TPI – 10 Pack",15-614,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '10'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-614.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-614.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-614.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Miter-Boxes/0cb0e203-9dbb-4253-94c0-049063220a85_Stanley%c2%ae-Clamping-Miter-Boxes/20-112_STANLEY%c2%ae-Clamping-Miter-Box/,Cutting Tools,Miter Boxes,STANLEY® Clamping Miter Box,20-112,Stanley,,,"Made of lightweight, high impact polypropylene.|Cam-shaped pins twist and lock with honeycomb base to secure work for accurate cuts.|Cuts miters on 45° and 90°, face angle 45°, and all new 22-1/2° angle for octagonal shapes.|Miter box has storage compartments to hold cam pins and pencils.|Large design for increased cutting capacity.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-112_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-112_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-112_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-112_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-112_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-112_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-112.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-112.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-112.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-112.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-112.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-112.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-632_STANLEY%c2%ae-Bi-Metal-12%22-Hacksaw-Blade-18-TPI-%e2%80%93-1-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 12"" Hacksaw Blade 18 TPI – 1 Pack",15-632,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '1'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-632.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-632.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-632.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-613_STANLEY%c2%ae-Bi-Metal-12%22-Hacksaw-Blade-24-TPI-%e2%80%93-10-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 12"" Hacksaw Blade 24 TPI – 10 Pack",15-613,Stanley,"{'Blade Length [in]': '12', 'Number of Blades': '10'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-613.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-613.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-613.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/69b1676a-c9ff-417a-9d16-b979be5f5504_STANLEY%c2%ae-Bi-Metal-Hacksaw-Blades/15-628_STANLEY%c2%ae-Bi-Metal-10%22-Hacksaw-Blade-24-TPI-%e2%80%93-1-Pack/,Cutting Tools,Saw Blades,"STANLEY® Bi-Metal 10"" Hacksaw Blade 24 TPI – 1 Pack",15-628,Stanley,"{'Blade Length [in]': '10', 'Number of Blades': '1'}",,Combines the flexibility of carbon steel backs with the cutting performance of high-speed steel cutting edge.|Coated blade for corrosion protection.|Cuts most metals including unhardened tool steel and stainless steel.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-628.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-628.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-628.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Measuring-%26-Layout/Electronic-Tools/STHT77403_STANLEY%c2%ae-Stud-Sensor-100/,Measuring & Layout,Electronic Tools,STANLEY® Stud Sensor 100,STHT77403,Stanley,"{'Height [in]': '1-1/2', 'Overall Length [in]': '5-1/8', 'Width [in]': '2-1/4'}",,"Wood and metal stud detection through up to 3/4"" deep surface material.|AC detection identifies live wires up to 2"" deep.|Sequential LEDs and audible beeps indicates tool is reading surface.|Marking channel with LED identifies target and makes marking surfaces easy and accurate.|Ergonomic design and soft grip buttons provide comfort and control.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht77403_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht77403_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht77403_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht77403_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht77403_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht77403_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/stht77403.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/stht77403.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/stht77403.png'}]"
